Governorate,district,psu,Location.Name,popgroup,pop,stratum
Anbar,ana,2103009,Hay Al ZeraI,returnee,166,anareturnee
Kirkuk,daquq,2602029,Wahda village,returnee,80,daquqreturnee
Kirkuk,daquq,2602030,Saad Bin Waqqas village,returnee,195,daquqreturnee
Kirkuk,kirkuk,2603001,Al Faylaq-Mahala 5,returnee,1125,kirkukreturnee
Kirkuk,kirkuk,2603012,Darwaza,returnee,3000,kirkukreturnee
Kirkuk,kirkuk,2603029,Hay Azadi,returnee,4000,kirkukreturnee
Kirkuk,kirkuk,2603038,Panja Ali,returnee,4450,kirkukreturnee
Kirkuk,kirkuk,2603044,Rahim Awa,returnee,5500,kirkukreturnee
Kirkuk,kirkuk,2603045,Runaki,returnee,250,kirkukreturnee
Kirkuk,kirkuk,2603066,Al-Qadisssiya(Rabareen) first,returnee,1000,kirkukreturnee
Kirkuk,kirkuk,2603067,Al-Qadisssiya(Rabareen) seconad,returnee,1100,kirkukreturnee
Anbar,ana,2104002,Al Qaala,returnee,273,anareturnee
Kirkuk,daquq,2603079,Karha Rufaiaa village,returnee,16,daquqreturnee
Anbar,ana,2104003,Al-Hidayah,returnee,209,anareturnee
Kirkuk,dibis,2604001,Altun Kupri Center,returnee,866,dibisreturnee
Kirkuk,dibis,2604010,Qashqaiyah village,returnee,135,dibisreturnee
Kirkuk,dibis,2604011,Qutan village,returnee,70,dibisreturnee
Kirkuk,dibis,2604013,Hay Kurdistan,returnee,40,dibisreturnee
Kirkuk,dibis,2604014,Hay Rabareen,returnee,30,dibisreturnee
Kirkuk,dibis,2604015,Hay Diyarbakir,returnee,25,dibisreturnee
Ninewa,al.baaj,2702001,Markaz Baaj,returnee,1284,al.baajreturnee
Ninewa,al.baaj,2702002,Al-Rashediyah,returnee,25,al.baajreturnee
Anbar,ana,2104004,Hay Al Qadissiyah,returnee,286,anareturnee
Ninewa,al.baaj,2702004,Abu-Rasen,returnee,27,al.baajreturnee
Ninewa,al.baaj,2702009,Al-Sahrej,returnee,34,al.baajreturnee
Ninewa,al.baaj,2702012,Sibaya Village,returnee,94,al.baajreturnee
Anbar,ana,2104005,Hay Al Salam,returnee,173,anareturnee
Ninewa,al.baaj,2702013,Wardeya,returnee,63,al.baajreturnee
Ninewa,al.hamdaniya,2703002,Al-ghadeer complex,returnee,890,al.hamdaniyareturnee
Ninewa,al.hamdaniya,2703010,Shaquli village,returnee,647,al.hamdaniyareturnee
Ninewa,al.hamdaniya,2703011,Tahrawa Village,returnee,774,al.hamdaniyareturnee
Ninewa,al.hamdaniya,2703022,Kubaiba village,returnee,216,al.hamdaniyareturnee
Anbar,ana,2104007,Hay Al Shuhadaa,returnee,267,anareturnee
Ninewa,al.hamdaniya,2703035,Qaraqosh,returnee,4903,al.hamdaniyareturnee
Ninewa,al.hamdaniya,2703041,Bartalla center,returnee,3604,al.hamdaniyareturnee
Ninewa,al.hamdaniya,2703045,Shamsiat Village,returnee,145,al.hamdaniyareturnee
Ninewa,al.hamdaniya,2703047,Basakhrah Village,returnee,470,al.hamdaniyareturnee
Anbar,ana,2104009,Rawa Al Qadima,returnee,179,anareturnee
Ninewa,al.hamdaniya,2703053,Kabarly Village,returnee,932,al.hamdaniyareturnee
Ninewa,al.hamdaniya,2703058,Karamless,returnee,450,al.hamdaniyareturnee
Ninewa,al.shikhan,2704036,Sheikh Milwan Village,returnee,100,al.shikhanreturnee
Ninewa,al.shikhan,2704037,Small Rikaba Village,returnee,63,al.shikhanreturnee
Ninewa,al.shikhan,2704038,Big Rikaba Village,returnee,26,al.shikhanreturnee
Ninewa,al.shikhan,2704039,Nargizlia Village,returnee,46,al.shikhanreturnee
Ninewa,al.shikhan,2704042,Taq Harb,returnee,6,al.shikhanreturnee
Ninewa,al.shikhan,2704043,Taq Mekail,returnee,25,al.shikhanreturnee
Ninewa,al.hatra,2705001,Tal abta,returnee,1530,al.hatrareturnee
Ninewa,al.hatra,2705006,Mokhazaga Village,returnee,82,al.hatrareturnee
Ninewa,al.hatra,2705021,AL-Ani Village,returnee,85,al.hatrareturnee
Ninewa,al.baaj,2705035,khwetla village,returnee,59,al.baajreturnee
Ninewa,al.hatra,2705038,Medan kli Gnobia village,returnee,160,al.hatrareturnee
Ninewa,al.hatra,2705040,AL_ Trorkmania Al-shmalia village,returnee,91,al.hatrareturnee
Ninewa,al.hatra,2705042,Markaz AL-Hatra,returnee,270,al.hatrareturnee
Ninewa,tilkaef,2706006,Al rasheediya,returnee,991,tilkaefreturnee
Ninewa,al.mosul,2706017,Al-Karamah,returnee,2639,al.mosulreturnee
Ninewa,al.mosul,2706026,Al-Noor,returnee,1835,al.mosulreturnee
Ninewa,al.mosul,2706034,Al-Yarmuk,returnee,2298,al.mosulreturnee
Anbar,al.falluja,2105012,Al Shuhadaa 2,returnee,1539,al.fallujareturnee
Ninewa,al.mosul,2706037,Bashiqa center,returnee,3750,al.mosulreturnee
Ninewa,al.mosul,2706044,Hay Al Islah Al Zirai,returnee,7188,al.mosulreturnee
Anbar,al.falluja,2105013,Al Shurta,returnee,2935,al.fallujareturnee
Ninewa,al.mosul,2706050,Hay Al Zahraa,returnee,1775,al.mosulreturnee
Ninewa,al.mosul,2706063,Tal Al-Rumman,returnee,2612,al.mosulreturnee
Ninewa,al.mosul,2706082,Al-Amil,returnee,5345,al.mosulreturnee
Ninewa,al.mosul,2706093,Hay Adan,returnee,2051,al.mosulreturnee
Anbar,al.falluja,2105022,Al-bazara,returnee,2436,al.fallujareturnee
